0;1;dt_aplicacao;Var0001;dt_aplicacao;;Data de aplica��o: ;Relacionado na coluna C
0;2;nome_pesquisador;Var0002;nome_pesquisador;;Pesquisador: ;Relacionado na coluna C
0;3;categorica exclusiva;Var0003;q-1_p1;;Local da residﾐncia: zona urbana (  )   zona rural (  );Relacionado na coluna C
0;4;categorica exclusiva;Var0004;q-1_p2;;A resid�ncia esta em Unidades de Conserva��o? Sim (  )  N�o (  ) ;Relacionado na coluna C
0;5;Textual;Var0005;q0_p1_r1;;A1 Nome completo;Relacionado na coluna C
0;6;Textual;Var0006;q0_p2_r1;;A2 Apelido: ________________________;Relacionado na coluna C
0;7;Textual;Var0007;q0_p3_r1;;A3 UF:_________________;Relacionado na coluna C
0;8;Textual;Var0008;q0_p4_r1;;A4 Municepio: ___________________;Relacionado na coluna C
0;9;Textual;Var0009;q0_p5_r1;;A5 Comunidade: ____________________;Relacionado na coluna C
0;10;Nao ha;Var0010;;;A6 Documentos pessoais: ;Relacionado na coluna C
0;10.1;categorica variada;Var0011;q0_p6_r1;;_ Certid�o de Nascimento ;Relacionado na coluna C
0;10.2;categorica variada;Var0012;q0_p6_r2;;_ Carteira de Identidade (RG) ;Relacionado na coluna C
0;10.3;categorica variada;Var0013;q0_p6_r3;;_ Cadastro de Pessoa Fesica (CPF);Relacionado na coluna C
0;10.4;categorica variada;Var0014;q0_p6_r4;;_ Carteira de Trabalho;Relacionado na coluna C
0;10.5;categorica variada;Var0015;q0_p6_r5;;_ Registro Geral da Pesca (RGP);Relacionado na coluna C
0;10.6;categorica variada;Var0016;q0_p6_r6;;_ Declara��o de Aptid�o ao Pronaf (DAP);Relacionado na coluna C
0;10.7;Textual;Var0017;q0_p6_r7;q0_p6_r7;_ Outro. Qual? _________________________________;Relacionado na coluna C
0;11;Numerica;Var0018;q0_p7_r1;;A7 Idade: ;Relacionado na coluna C
0;12;categorica exclusiva;Var0019;q0_p8;;Sexo: (  ) masculino (  ) feminino;Relacionado na coluna C
0;13;Textual-numerica;Var0020;q0_p9_r1;;A8 Telefone ou contato:______;Relacionado na coluna C
0;14;Nao ha;Var0021;;;A9 Acesso _ comunidade:;Relacionado na coluna C
0;14.1;categorica variada;Var0022;q0_p10_r1;; terrestre (  )   ;Relacionado na coluna C
0;14.2;categorica variada;Var0023;q0_p10_r2;;fluvial (  )    ;Relacionado na coluna C
0;14.3;categorica variada;Var0024;q0_p10_r3;; maretimo (  );Relacionado na coluna C
0;15;Textual-numerica;Var0025;q0_p11_r1;;A10 Dist_ncia do municepio mais praximo (horas/ km): ____________________;Relacionado na coluna C
0;16;categorica exclusiva;Var0026;q0_p12;;A13 Estado Civil: _ Casado   _ Solteiro   _ Divorciado   _ Vi�vo   _ Uni�o Estavel;Relacionado na coluna C
0;17;categorica exclusiva;Var0027;q0_p13;;"A14 Escolaridade: 
_ Analfabeto _ Fundamental I incompleto _ Fundamental I completo _ Fundamental II incompleto 
_ Fundamental II completo _ M_dio incompleto _ M_dio completo _ Superior incompleto
_ Superior completo _ N�o Sabe _ N�o respondeu
";Relacionado na coluna C
0;18;categorica exclusiva;Var0028;q0_p14;;_ Responsﾚvel pela unidade familiar: ( ) Sim ( ) Nao;Relacionado na coluna C
1;1;Numerica;Var0029;q1_p1_r1;;Quantas pessoas moram na sua casa? ;Relacionado na coluna C
1;1.1;Textual;Var0030;q1_p2_r1;;Nome;Relacionado na coluna C
1;1.2;categorica exclusiva;Var0031;q1_p2_r2;q1_p2_r3;Sexo;Relacionado na coluna C
1;1.3;Numerica;Var0032;q1_p2_r4;;Idade;Relacionado na coluna C
1;1.4;categorica exclusiva;Var0033;q1_p2_r5;;Parentesco;Relacionado na coluna C
1;1.5;categorica variada;Var0034;q1_p2_r6;q1_p2_r7;Ja frequentou a escola?;Relacionado na coluna C
1;1.6;Textual-numerica;Var0035;q1_p2_r8;;At_ que ano?;Relacionado na coluna C
1;1.7;categorica exclusiva;Var0036;q1_p2_r9;q1_p2_r10;Atualmente estuda?;Relacionado na coluna C
1;1.8;Textual;Var0037;q1_p3_r1;;Nome;Relacionado na coluna C
